Location,Direction,Date,Time,Volume,Lanes
ML 52-53,NB,3/20/2025,6:00 PM,1948,3
ML 52-53,NB,3/20/2025,7:00 PM,1192,3
ML 52-53,NB,3/20/2025,8:00 PM,640,3
ML 52-53,NB,3/20/2025,9:00 PM,328,3
ML 52-53,NB,3/20/2025,10:00 PM,191,3
ML 52-53,NB,3/20/2025,11:00 PM,155,3
ML 52-53,SB,3/20/2025,12:00 AM,384,3
ML 52-53,SB,3/20/2025,1:00 AM,429,3
ML 52-53,SB,3/20/2025,2:00 AM,420,3
ML 52-53,SB,3/20/2025,3:00 AM,436,3
ML 52-53,SB,3/20/2025,4:00 AM,515,3
ML 52-53,SB,3/20/2025,5:00 AM,764,3
ML 52-53,SB,3/20/2025,6:00 AM,1235,3
ML 52-53,SB,3/20/2025,7:00 AM,1914,3
ML 52-53,SB,3/20/2025,8:00 AM,2230,3
ML 52-53,SB,3/20/2025,9:00 AM,1960,3
ML 52-53,SB,3/20/2025,10:00 AM,1625,3
ML 52-53,SB,3/20/2025,11:00 AM,1275,3
ML 52-53,SB,3/20/2025,12:00 PM,1164,3
ML 52-53,SB,3/20/2025,1:00 PM,1133,3
ML 52-53,SB,3/20/2025,2:00 PM,1418,3
ML 52-53,SB,3/20/2025,3:00 PM,1773,3
ML 52-53,SB,3/20/2025,4:00 PM,2337,3
ML 52-53,SB,3/20/2025,5:00 PM,2584,3
ML 52-53,SB,3/20/2025,6:00 PM,1953,3
ML 52-53,SB,3/20/2025,7:00 PM,1319,3
ML 52-53,SB,3/20/2025,8:00 PM,719,3
ML 52-53,SB,3/20/2025,9:00 PM,354,3
ML 52-53,SB,3/20/2025,10:00 PM,225,3
ML 52-53,SB,3/20/2025,11:00 PM,167,3
ML 52-53,NB,3/21/2025,12:00 AM,261,3
ML 52-53,NB,3/21/2025,1:00 AM,285,3
ML 52-53,NB,3/21/2025,2:00 AM,279,3
ML 52-53,NB,3/21/2025,3:00 AM,285,3
ML 52-53,NB,3/21/2025,4:00 AM,279,3
ML 52-53,NB,3/21/2025,5:00 AM,298,3
ML 52-53,NB,3/21/2025,6:00 AM,459,3
ML 52-53,NB,3/21/2025,7:00 AM,785,3
ML 52-53,NB,3/21/2025,8:00 AM,1279,3
ML 52-53,NB,3/21/2025,9:00 AM,1544,3
ML 52-53,NB,3/21/2025,10:00 AM,1445,3
ML 52-53,NB,3/21/2025,11:00 AM,1198,3
ML 52-53,NB,3/21/2025,12:00 PM,919,3
ML 52-53,NB,3/21/2025,1:00 PM,717,3
ML 52-53,NB,3/21/2025,2:00 PM,744,3
ML 52-53,NB,3/21/2025,3:00 PM,845,3
ML 52-53,NB,3/21/2025,4:00 PM,1090,3
ML 52-53,NB,3/21/2025,5:00 PM,1557,3
ML 52-53,NB,3/21/2025,6:00 PM,1692,3
ML 52-53,NB,3/21/2025,7:00 PM,1288,3
ML 52-53,NB,3/21/2025,8:00 PM,847,3
ML 52-53,NB,3/21/2025,9:00 PM,502,3
ML 52-53,NB,3/21/2025,10:00 PM,261,3
ML 52-53,NB,3/21/2025,11:00 PM,147,3
ML 52-53,SB,3/21/2025,12:00 AM,287,3
ML 52-53,SB,3/21/2025,1:00 AM,320,3
ML 52-53,SB,3/21/2025,2:00 AM,328,3
ML 52-53,SB,3/21/2025,3:00 AM,314,3
ML 52-53,SB,3/21/2025,4:00 AM,319,3
ML 52-53,SB,3/21/2025,5:00 AM,335,3
ML 52-53,SB,3/21/2025,6:00 AM,487,3
ML 52-53,SB,3/21/2025,7:00 AM,908,3
ML 52-53,SB,3/21/2025,8:00 AM,1320,3
ML 52-53,SB,3/21/2025,9:00 AM,1592,3
ML 52-53,SB,3/21/2025,10:00 AM,1546,3
ML 52-53,SB,3/21/2025,11:00 AM,1184,3
ML 52-53,SB,3/21/2025,12:00 PM,947,3
ML 52-53,SB,3/21/2025,1:00 PM,809,3
ML 52-53,SB,3/21/2025,2:00 PM,824,3
ML 52-53,SB,3/21/2025,3:00 PM,950,3
ML 52-53,SB,3/21/2025,4:00 PM,1188,3
ML 52-53,SB,3/21/2025,5:00 PM,1589,3
ML 52-53,SB,3/21/2025,6:00 PM,1636,3
ML 52-53,SB,3/21/2025,7:00 PM,1608,3
ML 52-53,SB,3/21/2025,8:00 PM,1001,3
ML 52-53,SB,3/21/2025,9:00 PM,534,3
ML 52-53,SB,3/21/2025,10:00 PM,250,3
ML 52-53,SB,3/21/2025,11:00 PM,166,3
ML 52-53,NB,3/22/2025,12:00 AM,247,3
ML 52-53,NB,3/22/2025,1:00 AM,257,3
ML 52-53,NB,3/22/2025,2:00 AM,299,3
ML 52-53,NB,3/22/2025,3:00 AM,262,3
ML 52-53,NB,3/22/2025,4:00 AM,286,3
ML 52-53,NB,3/22/2025,5:00 AM,301,3
ML 52-53,NB,3/22/2025,6:00 AM,501,3
ML 52-53,NB,3/22/2025,7:00 AM,833,3
ML 52-53,NB,3/22/2025,8:00 AM,1318,3
ML 52-53,NB,3/22/2025,9:00 AM,1663,3
ML 52-53,NB,3/22/2025,10:00 AM,1434,3
ML 52-53,NB,3/22/2025,11:00 AM,1197,3
ML 52-53,NB,3/22/2025,12:00 PM,956,3
ML 52-53,NB,3/22/2025,1:00 PM,753,3
ML 52-53,NB,3/22/2025,2:00 PM,692,3
ML 52-53,NB,3/22/2025,3:00 PM,859,3
ML 52-53,NB,3/22/2025,4:00 PM,1108,3
ML 52-53,NB,3/22/2025,5:00 PM,1472,3
ML 52-53,NB,3/22/2025,6:00 PM,1559,3
ML 52-53,NB,3/22/2025,7:00 PM,1462,3
ML 52-53,NB,3/22/2025,8:00 PM,874,3
ML 52-53,NB,3/22/2025,9:00 PM,513,3
ML 52-53,NB,3/22/2025,10:00 PM,260,3
ML 52-53,NB,3/22/2025,11:00 PM,156,3
ML 52-53,SB,3/22/2025,12:00 AM,266,3
ML 52-53,SB,3/22/2025,1:00 AM,302,3
ML 52-53,SB,3/22/2025,2:00 AM,329,3
ML 52-53,SB,3/22/2025,3:00 AM,296,3
ML 52-53,SB,3/22/2025,4:00 AM,322,3
ML 52-53,SB,3/22/2025,5:00 AM,348,3
ML 52-53,SB,3/22/2025,6:00 AM,518,3
ML 52-53,SB,3/22/2025,7:00 AM,970,3
ML 52-53,SB,3/22/2025,8:00 AM,1427,3
ML 52-53,SB,3/22/2025,9:00 AM,1569,3
ML 52-53,SB,3/22/2025,10:00 AM,1493,3
ML 52-53,SB,3/22/2025,11:00 AM,1233,3
ML 52-53,SB,3/22/2025,12:00 PM,913,3
ML 52-53,SB,3/22/2025,1:00 PM,794,3
ML 52-53,SB,3/22/2025,2:00 PM,826,3
ML 52-53,SB,3/22/2025,3:00 PM,917,3
ML 52-53,SB,3/22/2025,4:00 PM,1186,3
ML 52-53,SB,3/22/2025,5:00 PM,1555,3
ML 52-53,SB,3/22/2025,6:00 PM,1742,3
ML 52-53,SB,3/22/2025,7:00 PM,1521,3
ML 52-53,SB,3/22/2025,8:00 PM,978,3
ML 52-53,SB,3/22/2025,9:00 PM,505,3
ML 52-53,SB,3/22/2025,10:00 PM,292,3
ML 52-53,SB,3/22/2025,11:00 PM,177,3
ML 52-53,NB,3/23/2025,12:00 AM,349,3
ML 52-53,NB,3/23/2025,1:00 AM,342,3
ML 52-53,NB,3/23/2025,2:00 AM,387,3
ML 52-53,NB,3/23/2025,3:00 AM,410,3
ML 52-53,NB,3/23/2025,4:00 AM,445,3
ML 52-53,NB,3/23/2025,5:00 AM,655,3
ML 52-53,NB,3/23/2025,6:00 AM,1159,3
ML 52-53,NB,3/23/2025,7:00 AM,1640,3
ML 52-53,NB,3/23/2025,8:00 AM,1909,3
ML 52-53,NB,3/23/2025,9:00 AM,1835,3
ML 52-53,NB,3/23/2025,10:00 AM,1530,3
ML 52-53,NB,3/23/2025,11:00 AM,1103,3
ML 52-53,NB,3/23/2025,12:00 PM,967,3
ML 52-53,NB,3/23/2025,1:00 PM,1077,3
ML 52-53,NB,3/23/2025,2:00 PM,1277,3
ML 52-53,NB,3/23/2025,3:00 PM,1756,3
ML 52-53,NB,3/23/2025,4:00 PM,2100,3
ML 52-53,NB,3/23/2025,5:00 PM,2264,3
ML 52-53,NB,3/23/2025,6:00 PM,1961,3
ML 52-53,NB,3/23/2025,7:00 PM,1322,3
ML 52-53,NB,3/23/2025,8:00 PM,632,3
ML 52-53,NB,3/23/2025,9:00 PM,359,3
ML 52-53,NB,3/23/2025,10:00 PM,204,3
ML 52-53,NB,3/23/2025,11:00 PM,171,3
ML 52-53,SB,3/23/2025,12:00 AM,395,3
ML 52-53,SB,3/23/2025,1:00 AM,402,3
ML 52-53,SB,3/23/2025,2:00 AM,402,3
ML 52-53,SB,3/23/2025,3:00 AM,439,3
ML 52-53,SB,3/23/2025,4:00 AM,509,3
ML 52-53,SB,3/23/2025,5:00 AM,725,3
ML 52-53,SB,3/23/2025,6:00 AM,1179,3
ML 52-53,SB,3/23/2025,7:00 AM,1871,3
ML 52-53,SB,3/23/2025,8:00 AM,2169,3
ML 52-53,SB,3/23/2025,9:00 AM,1916,3
ML 52-53,SB,3/23/2025,10:00 AM,1588,3
ML 52-53,SB,3/23/2025,11:00 AM,1169,3
ML 52-53,SB,3/23/2025,12:00 PM,1102,3
ML 52-53,SB,3/23/2025,1:00 PM,1169,3
ML 52-53,SB,3/23/2025,2:00 PM,1313,3
ML 52-53,SB,3/23/2025,3:00 PM,1735,3
ML 52-53,SB,3/23/2025,4:00 PM,2449,3
ML 52-53,SB,3/23/2025,5:00 PM,2537,3
ML 52-53,SB,3/23/2025,6:00 PM,2103,3
ML 52-53,SB,3/23/2025,7:00 PM,1280,3
ML 52-53,SB,3/23/2025,8:00 PM,789,3
ML 52-53,SB,3/23/2025,9:00 PM,376,3
ML 52-53,SB,3/23/2025,10:00 PM,226,3
ML 52-53,SB,3/23/2025,11:00 PM,192,3
ML 52-53,NB,3/24/2025,12:00 AM,367,3
ML 52-53,NB,3/24/2025,1:00 AM,345,3
ML 52-53,NB,3/24/2025,2:00 AM,390,3
ML 52-53,NB,3/24/2025,3:00 AM,371,3
ML 52-53,NB,3/24/2025,4:00 AM,466,3
ML 52-53,NB,3/24/2025,5:00 AM,611,3
ML 52-53,NB,3/24/2025,6:00 AM,1071,3
ML 52-53,NB,3/24/2025,7:00 AM,1729,3
ML 52-53,NB,3/24/2025,8:00 AM,1932,3
ML 52-53,NB,3/24/2025,9:00 AM,1886,3
ML 52-53,NB,3/24/2025,10:00 AM,1409,3
ML 52-53,NB,3/24/2025,11:00 AM,1108,3
ML 52-53,NB,3/24/2025,12:00 PM,1042,3
ML 52-53,NB,3/24/2025,1:00 PM,1019,3
ML 52-53,NB,3/24/2025,2:00 PM,1209,3
ML 52-53,NB,3/24/2025,3:00 PM,1703,3
ML 52-53,NB,3/24/2025,4:00 PM,2302,3
ML 52-53,NB,3/24/2025,5:00 PM,2401,3
ML 52-53,NB,3/24/2025,6:00 PM,1793,3
ML 52-53,NB,3/24/2025,7:00 PM,1206,3
ML 52-53,NB,3/24/2025,8:00 PM,628,3
ML 52-53,NB,3/24/2025,9:00 PM,331,3
ML 52-53,NB,3/24/2025,10:00 PM,193,3
ML 52-53,NB,3/24/2025,11:00 PM,160,3
ML 52-53,SB,3/24/2025,12:00 AM,403,3
ML 52-53,SB,3/24/2025,1:00 AM,400,3
ML 52-53,SB,3/24/2025,2:00 AM,414,3
ML 52-53,SB,3/24/2025,3:00 AM,460,3
ML 52-53,SB,3/24/2025,4:00 AM,489,3
ML 52-53,SB,3/24/2025,5:00 AM,750,3
ML 52-53,SB,3/24/2025,6:00 AM,1237,3
ML 52-53,SB,3/24/2025,7:00 AM,1872,3
ML 52-53,SB,3/24/2025,8:00 AM,2124,3
ML 52-53,SB,3/24/2025,9:00 AM,1952,3
ML 52-53,SB,3/24/2025,10:00 AM,1665,3
ML 52-53,SB,3/24/2025,11:00 AM,1238,3
ML 52-53,SB,3/24/2025,12:00 PM,1137,3
ML 52-53,SB,3/24/2025,1:00 PM,1117,3
ML 52-53,SB,3/24/2025,2:00 PM,1460,3
ML 52-53,SB,3/24/2025,3:00 PM,1873,3
ML 52-53,SB,3/24/2025,4:00 PM,2440,3
ML 52-53,SB,3/24/2025,5:00 PM,2325,3
ML 52-53,SB,3/24/2025,6:00 PM,2213,3
ML 52-53,SB,3/24/2025,7:00 PM,1303,3
ML 52-53,SB,3/24/2025,8:00 PM,762,3
ML 52-53,SB,3/24/2025,9:00 PM,379,3
ML 52-53,SB,3/24/2025,10:00 PM,237,3
ML 52-53,SB,3/24/2025,11:00 PM,177,3
ML 52-53,NB,3/25/2025,12:00 AM,329,3
ML 52-53,NB,3/25/2025,1:00 AM,368,3
ML 52-53,NB,3/25/2025,2:00 AM,380,3
ML 52-53,NB,3/25/2025,3:00 AM,422,3
ML 52-53,NB,3/25/2025,4:00 AM,463,3
ML 52-53,NB,3/25/2025,5:00 AM,714,3
ML 52-53,NB,3/25/2025,6:00 AM,1148,3
ML 52-53,NB,3/25/2025,7:00 AM,1545,3
ML 52-53,NB,3/25/2025,8:00 AM,2118,3
ML 52-53,NB,3/25/2025,9:00 AM,1704,3
ML 52-53,NB,3/25/2025,10:00 AM,1554,3
ML 52-53,NB,3/25/2025,11:00 AM,1194,3
ML 52-53,NB,3/25/2025,12:00 PM,942,3
ML 52-53,NB,3/25/2025,1:00 PM,1151,3
ML 52-53,NB,3/25/2025,2:00 PM,1331,3
ML 52-53,NB,3/25/2025,3:00 PM,1749,3
ML 52-53,NB,3/25/2025,4:00 PM,2038,3
ML 52-53,NB,3/25/2025,5:00 PM,2187,3
ML 52-53,NB,3/25/2025,6:00 PM,1810,3
ML 52-53,NB,3/25/2025,7:00 PM,1166,3
ML 52-53,NB,3/25/2025,8:00 PM,658,3
ML 52-53,NB,3/25/2025,9:00 PM,343,3
ML 52-53,NB,3/25/2025,10:00 PM,197,3
ML 52-53,NB,3/25/2025,11:00 PM,176,3
ML 52-53,SB,3/25/2025,12:00 AM,385,3
ML 52-53,SB,3/25/2025,1:00 AM,382,3
ML 52-53,SB,3/25/2025,2:00 AM,382,3
ML 52-53,SB,3/25/2025,3:00 AM,457,3
ML 52-53,SB,3/25/2025,4:00 AM,483,3
ML 52-53,SB,3/25/2025,5:00 AM,737,3
ML 52-53,SB,3/25/2025,6:00 AM,1231,3
ML 52-53,SB,3/25/2025,7:00 AM,1924,3
ML 52-53,SB,3/25/2025,8:00 AM,2165,3
ML 52-53,SB,3/25/2025,9:00 AM,2139,3
ML 52-53,SB,3/25/2025,10:00 AM,1478,3
ML 52-53,SB,3/25/2025,11:00 AM,1164,3
ML 52-53,SB,3/25/2025,12:00 PM,1127,3
ML 52-53,SB,3/25/2025,1:00 PM,1230,3
ML 52-53,SB,3/25/2025,2:00 PM,1369,3
ML 52-53,SB,3/25/2025,3:00 PM,1836,3
ML 52-53,SB,3/25/2025,4:00 PM,2298,3
ML 52-53,SB,3/25/2025,5:00 PM,2529,3
ML 52-53,SB,3/25/2025,6:00 PM,1928,3
ML 52-53,SB,3/25/2025,7:00 PM,1340,3
ML 52-53,SB,3/25/2025,8:00 PM,790,3
ML 52-53,SB,3/25/2025,9:00 PM,347,3
ML 52-53,SB,3/25/2025,10:00 PM,212,3
ML 52-53,SB,3/25/2025,11:00 PM,178,3
ML 52-53,NB,3/26/2025,12:00 AM,353,3
ML 52-53,NB,3/26/2025,1:00 AM,394,3
ML 52-53,NB,3/26/2025,2:00 AM,374,3
ML 52-53,NB,3/26/2025,3:00 AM,399,3
ML 52-53,NB,3/26/2025,4:00 AM,468,3
ML 52-53,NB,3/26/2025,5:00 AM,643,3
ML 52-53,NB,3/26/2025,6:00 AM,1119,3
ML 52-53,NB,3/26/2025,7:00 AM,1765,3
ML 52-53,NB,3/26/2025,8:00 AM,1876,3
ML 52-53,NB,3/26/2025,9:00 AM,1861,3
ML 52-53,NB,3/26/2025,10:00 AM,1453,3
ML 52-53,NB,3/26/2025,11:00 AM,1214,3
ML 52-53,NB,3/26/2025,12:00 PM,994,3
ML 52-53,NB,3/26/2025,1:00 PM,1117,3
ML 52-53,NB,3/26/2025,2:00 PM,1265,3
ML 52-53,NB,3/26/2025,3:00 PM,1765,3
ML 52-53,NB,3/26/2025,4:00 PM,2264,3
ML 52-53,NB,3/26/2025,5:00 PM,2418,3
ML 52-53,NB,3/26/2025,6:00 PM,1824,3
ML 52-53,NB,3/26/2025,7:00 PM,1243,3
ML 52-53,NB,3/26/2025,8:00 PM,654,3
ML 52-53,NB,3/26/2025,9:00 PM,344,3
ML 52-53,NB,3/26/2025,10:00 PM,196,3
ML 52-53,NB,3/26/2025,11:00 PM,162,3
ML 52-53,SB,3/26/2025,12:00 AM,379,3
ML 52-53,SB,3/26/2025,1:00 AM,406,3
ML 52-53,SB,3/26/2025,2:00 AM,418,3
ML 52-53,SB,3/26/2025,3:00 AM,456,3
ML 52-53,SB,3/26/2025,4:00 AM,526,3
ML 52-53,SB,3/26/2025,5:00 AM,729,3
ML 52-53,SB,3/26/2025,6:00 AM,1106,3
ML 52-53,SB,3/26/2025,7:00 AM,1690,3
ML 52-53,SB,3/26/2025,8:00 AM,2022,3
ML 52-53,SB,3/26/2025,9:00 AM,2024,3
ML 52-53,SB,3/26/2025,10:00 AM,1547,3
ML 52-53,SB,3/26/2025,11:00 AM,1304,3
ML 52-53,SB,3/26/2025,12:00 PM,1029,3
ML 52-53,SB,3/26/2025,1:00 PM,1234,3
ML 52-53,SB,3/26/2025,2:00 PM,1468,3
ML 52-53,SB,3/26/2025,3:00 PM,1705,3
ML 52-53,SB,3/26/2025,4:00 PM,2398,3
ML 52-53,SB,3/26/2025,5:00 PM,2540,3
ML 52-53,SB,3/26/2025,6:00 PM,2164,3
ML 52-53,SB,3/26/2025,7:00 PM,1416,3
ML 52-53,SB,3/26/2025,8:00 PM,685,3
ML 52-53,SB,3/26/2025,9:00 PM,358,3
ML 52-53,SB,3/26/2025,10:00 PM,215,3
ML 52-53,SB,3/26/2025,11:00 PM,176,3
ML 52-53,NB,3/27/2025,12:00 AM,346,3
ML 52-53,NB,3/27/2025,1:00 AM,351,3
ML 52-53,NB,3/27/2025,2:00 AM,380,3
ML 52-53,NB,3/27/2025,3:00 AM,376,3
ML 52-53,NB,3/27/2025,4:00 AM,449,3
ML 52-53,NB,3/27/2025,5:00 AM,639,3
ML 52-53,NB,3/27/2025,6:00 AM,1032,3
ML 52-53,NB,3/27/2025,7:00 AM,1590,3
ML 52-53,NB,3/27/2025,8:00 AM,2142,3
ML 52-53,NB,3/27/2025,9:00 AM,1869,3
ML 52-53,NB,3/27/2025,10:00 AM,1550,3
ML 52-53,NB,3/27/2025,11:00 AM,1225,3
ML 52-53,NB,3/27/2025,12:00 PM,1036,3
ML 52-53,NB,3/27/2025,1:00 PM,990,3
ML 52-53,NB,3/27/2025,2:00 PM,1360,3
ML 52-53,NB,3/27/2025,3:00 PM,1800,3
ML 52-53,NB,3/27/2025,4:00 PM,2261,3
ML 52-53,NB,3/27/2025,5:00 PM,2355,3
ML 52-53,NB,3/27/2025,6:00 PM,1831,3
ML 52-53,NB,3/27/2025,7:00 PM,1223,3
ML 52-53,NB,3/27/2025,8:00 PM,676,3
ML 52-53,NB,3/27/2025,9:00 PM,348,3
ML 52-53,NB,3/27/2025,10:00 PM,221,3
ML 52-53,NB,3/27/2025,11:00 PM,174,3
ML 52-53,SB,3/27/2025,12:00 AM,347,3
ML 52-53,SB,3/27/2025,1:00 AM,401,3
ML 52-53,SB,3/27/2025,2:00 AM,441,3
ML 52-53,SB,3/27/2025,3:00 AM,409,3
ML 52-53,SB,3/27/2025,4:00 AM,495,3
ML 52-53,SB,3/27/2025,5:00 AM,744,3
ML 52-53,SB,3/27/2025,6:00 AM,1294,3
ML 52-53,SB,3/27/2025,7:00 AM,1835,3
ML 52-53,SB,3/27/2025,8:00 AM,2223,3
ML 52-53,SB,3/27/2025,9:00 AM,1901,3
ML 52-53,SB,3/27/2025,10:00 AM,1681,3
ML 52-53,SB,3/27/2025,11:00 AM,1326,3
ML 52-53,SB,3/27/2025,12:00 PM,1110,3
ML 52-53,SB,3/27/2025,1:00 PM,1243,3
ML 52-53,SB,3/27/2025,2:00 PM,1491,3
ML 52-53,SB,3/27/2025,3:00 PM,1811,3
ML 52-53,SB,3/27/2025,4:00 PM,2186,3
ML 52-53,SB,3/27/2025,5:00 PM,2638,3
ML 52-53,SB,3/27/2025,6:00 PM,1944,3
ML 52-53,SB,3/27/2025,7:00 PM,1468,3
ML 52-53,SB,3/27/2025,8:00 PM,744,3
ML 52-53,SB,3/27/2025,9:00 PM,382,3
ML 52-53,SB,3/27/2025,10:00 PM,239,3
ML 52-53,SB,3/27/2025,11:00 PM,177,3
ML 52-53,NB,3/28/2025,12:00 AM,242,3
ML 52-53,NB,3/28/2025,1:00 AM,289,3
ML 52-53,NB,3/28/2025,2:00 AM,295,3
ML 52-53,NB,3/28/2025,3:00 AM,302,3
ML 52-53,NB,3/28/2025,4:00 AM,288,3
ML 52-53,NB,3/28/2025,5:00 AM,348,3
ML 52-53,NB,3/28/2025,6:00 AM,521,3
ML 52-53,NB,3/28/2025,7:00 AM,865,3
ML 52-53,NB,3/28/2025,8:00 AM,1361,3
ML 52-53,NB,3/28/2025,9:00 AM,1566,3
ML 52-53,NB,3/28/2025,10:00 AM,1549,3
ML 52-53,NB,3/28/2025,11:00 AM,1256,3
ML 52-53,NB,3/28/2025,12:00 PM,899,3
ML 52-53,NB,3/28/2025,1:00 PM,750,3
ML 52-53,NB,3/28/2025,2:00 PM,775,3
ML 52-53,NB,3/28/2025,3:00 PM,866,3
ML 52-53,NB,3/28/2025,4:00 PM,1204,3
ML 52-53,NB,3/28/2025,5:00 PM,1569,3
ML 52-53,NB,3/28/2025,6:00 PM,1680,3
ML 52-53,NB,3/28/2025,7:00 PM,1404,3
ML 52-53,NB,3/28/2025,8:00 PM,972,3
ML 52-53,NB,3/28/2025,9:00 PM,532,3
ML 52-53,NB,3/28/2025,10:00 PM,259,3
ML 52-53,NB,3/28/2025,11:00 PM,153,3
ML 52-53,SB,3/28/2025,12:00 AM,262,3
ML 52-53,SB,3/28/2025,1:00 AM,311,3
ML 52-53,SB,3/28/2025,2:00 AM,308,3
ML 52-53,SB,3/28/2025,3:00 AM,322,3
ML 52-53,SB,3/28/2025,4:00 AM,314,3
ML 52-53,SB,3/28/2025,5:00 AM,347,3
ML 52-53,SB,3/28/2025,6:00 AM,557,3
ML 52-53,SB,3/28/2025,7:00 AM,858,3
ML 52-53,SB,3/28/2025,8:00 AM,1330,3
ML 52-53,SB,3/28/2025,9:00 AM,1652,3
ML 52-53,SB,3/28/2025,10:00 AM,1507,3
ML 52-53,SB,3/28/2025,11:00 AM,1328,3
ML 52-53,SB,3/28/2025,12:00 PM,1020,3
ML 52-53,SB,3/28/2025,1:00 PM,894,3
ML 52-53,SB,3/28/2025,2:00 PM,826,3
ML 52-53,SB,3/28/2025,3:00 PM,906,3
ML 52-53,SB,3/28/2025,4:00 PM,1234,3
ML 52-53,SB,3/28/2025,5:00 PM,1659,3
ML 52-53,SB,3/28/2025,6:00 PM,1877,3
ML 52-53,SB,3/28/2025,7:00 PM,1427,3
ML 52-53,SB,3/28/2025,8:00 PM,1061,3
ML 52-53,SB,3/28/2025,9:00 PM,518,3
ML 52-53,SB,3/28/2025,10:00 PM,254,3
ML 52-53,SB,3/28/2025,11:00 PM,163,3
ML 52-53,NB,3/29/2025,12:00 AM,249,3
ML 52-53,NB,3/29/2025,1:00 AM,262,3
ML 52-53,NB,3/29/2025,2:00 AM,303,3
ML 52-53,NB,3/29/2025,3:00 AM,272,3
ML 52-53,NB,3/29/2025,4:00 AM,297,3
ML 52-53,NB,3/29/2025,5:00 AM,302,3
ML 52-53,NB,3/29/2025,6:00 AM,507,3
ML 52-53,NB,3/29/2025,7:00 AM,795,3
ML 52-53,NB,3/29/2025,8:00 AM,1306,3
ML 52-53,NB,3/29/2025,9:00 AM,1454,3
ML 52-53,NB,3/29/2025,10:00 AM,1442,3
ML 52-53,NB,3/29/2025,11:00 AM,1133,3
ML 52-53,NB,3/29/2025,12:00 PM,951,3
ML 52-53,NB,3/29/2025,1:00 PM,829,3
ML 52-53,NB,3/29/2025,2:00 PM,803,3
ML 52-53,NB,3/29/2025,3:00 PM,874,3
ML 52-53,NB,3/29/2025,4:00 PM,1243,3
ML 52-53,NB,3/29/2025,5:00 PM,1606,3
ML 52-53,NB,3/29/2025,6:00 PM,1592,3
ML 52-53,NB,3/29/2025,7:00 PM,1363,3
ML 52-53,NB,3/29/2025,8:00 PM,992,3
ML 52-53,NB,3/29/2025,9:00 PM,537,3
ML 52-53,NB,3/29/2025,10:00 PM,267,3
ML 52-53,NB,3/29/2025,11:00 PM,162,3
ML 52-53,SB,3/29/2025,12:00 AM,263,3
ML 52-53,SB,3/29/2025,1:00 AM,280,3
ML 52-53,SB,3/29/2025,2:00 AM,322,3
ML 52-53,SB,3/29/2025,3:00 AM,283,3
ML 52-53,SB,3/29/2025,4:00 AM,302,3
ML 52-53,SB,3/29/2025,5:00 AM,324,3
ML 52-53,SB,3/29/2025,6:00 AM,563,3
ML 52-53,SB,3/29/2025,7:00 AM,959,3
ML 52-53,SB,3/29/2025,8:00 AM,1307,3
ML 52-53,SB,3/29/2025,9:00 AM,1589,3
ML 52-53,SB,3/29/2025,10:00 AM,1710,3
ML 52-53,SB,3/29/2025,11:00 AM,1376,3
ML 52-53,SB,3/29/2025,12:00 PM,940,3
ML 52-53,SB,3/29/2025,1:00 PM,807,3
ML 52-53,SB,3/29/2025,2:00 PM,832,3
ML 52-53,SB,3/29/2025,3:00 PM,927,3
ML 52-53,SB,3/29/2025,4:00 PM,1321,3
ML 52-53,SB,3/29/2025,5:00 PM,1537,3
ML 52-53,SB,3/29/2025,6:00 PM,1645,3
ML 52-53,SB,3/29/2025,7:00 PM,1531,3
ML 52-53,SB,3/29/2025,8:00 PM,1067,3
ML 52-53,SB,3/29/2025,9:00 PM,556,3
ML 52-53,SB,3/29/2025,10:00 PM,291,3
ML 52-53,SB,3/29/2025,11:00 PM,153,3
ML 52-53,NB,3/30/2025,12:00 AM,373,3
ML 52-53,NB,3/30/2025,1:00 AM,401,3
ML 52-53,NB,3/30/2025,2:00 AM,385,3
ML 52-53,NB,3/30/2025,3:00 AM,382,3
ML 52-53,NB,3/30/2025,4:00 AM,470,3
ML 52-53,NB,3/30/2025,5:00 AM,667,3
ML 52-53,NB,3/30/2025,6:00 AM,1086,3
ML 52-53,NB,3/30/2025,7:00 AM,1790,3
ML 52-53,NB,3/30/2025,8:00 AM,1875,3
ML 52-53,NB,3/30/2025,9:00 AM,1929,3
ML 52-53,NB,3/30/2025,10:00 AM,1496,3
ML 52-53,NB,3/30/2025,11:00 AM,1074,3
ML 52-53,NB,3/30/2025,12:00 PM,1050,3
ML 52-53,NB,3/30/2025,1:00 PM,1133,3
ML 52-53,NB,3/30/2025,2:00 PM,1204,3
ML 52-53,NB,3/30/2025,3:00 PM,1777,3
ML 52-53,NB,3/30/2025,4:00 PM,1983,3
ML 52-53,NB,3/30/2025,5:00 PM,2175,3
ML 52-53,NB,3/30/2025,6:00 PM,1957,3
ML 52-53,NB,3/30/2025,7:00 PM,1309,3
ML 52-53,NB,3/30/2025,8:00 PM,723,3
ML 52-53,NB,3/30/2025,9:00 PM,325,3
ML 52-53,NB,3/30/2025,10:00 PM,201,3
ML 52-53,NB,3/30/2025,11:00 PM,170,3
ML 52-53,SB,3/30/2025,12:00 AM,356,3
ML 52-53,SB,3/30/2025,1:00 AM,429,3
ML 52-53,SB,3/30/2025,2:00 AM,450,3
ML 52-53,SB,3/30/2025,3:00 AM,405,3
